"id","nameaffiliation","title","doi","year","citations","authors","inb_grant"
"7552","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Correspondence: SEMA4A variation and risk of colorectal cancer.","10.1038/ncomms10611","2016","2","Ben Kinnersley, Daniel Chubb, Sara E Dobbins, Matthew Frampton, Stephan Buch, Maria N Timofeeva, Sergi Castellví-Bel, Susan M Farrington, Asta Forsti, Jochen Hampe, Kari Hemminki, Robert M W Hofstra, Emma Northwood, Claire Palles, Manuela Pinheiro, Clara Ruiz-Ponte, Clemens Schafmayer, Manuel R Teixeira, Helga Westers, Tom van Wezel, D Timothy Bishop, Ian Tomlinson, Malcolm G Dunlop, Richard S Houlston","No"
"7553","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Whole-exome sequencing identifies rare pathogenic variants in new predisposition genes for familial colorectal cancer.","10.1038/gim.2014.89","2015","23","Clara Esteban-Jurado, Maria Vila-Casadesús, Pilar Garre, Juan José Lozano, Anna Pristoupilova, Sergi Beltran, Jenifer Muñoz, Teresa Ocaña, Francesc Balaguer, Maria López-Cerón, Miriam Cuatrecasas, Sebastià Franch-Expósito, Josep M Piqué, Antoni Castells, Angel Carracedo, Clara Ruiz-Ponte, Anna Abulí, Xavier Bessa, Montserrat Andreu, Luis Bujanda, Trinidad Caldés, Sergi Castellví-Bel","No"
"7554","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Genetic Variants Associated with Colorectal Adenoma Susceptibility.","10.1371/journal.pone.0153084","2016","1","Anna Abulí, Antoni Castells, Luis Bujanda, Juan José Lozano, Xavier Bessa, Cristina Hernández, Cristina Álvarez-Urturi, Maria Pellisé, Clara Esteban-Jurado, Elizabeth Hijona, Andrea Burón, Francesc Macià, Jaume Grau, Rafael Guayta, Sergi Castellví-Bel, Montserrat Andreu","No"
"7555","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Re: Role of the oxidative DNA damage repair gene OGG1 in colorectal tumorigenesis.","10.1093/jnci/dju086","2014","4","Ben Kinnersley, Stephan Buch, Sergi Castellví-Bel, Susan Mary Farrington, Asta Forsti, Jochen Hampe, Kari Hemminki, Robert M W Hofstra, Emma Northwood, Claire Palles, Manuela Pinheiro, Clara Ruiz-Ponte, Clemens Schafmayer, Manuel R Teixeira, Helga Westers, Tom van Wezel, D Timothy Bishop, Ian Tomlinson, Malcolm G Dunlop, Richard S Houlston","No"
"7556","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","The MLH1 c.1852_1853delinsGC (p.K618A) variant in colorectal cancer: genetic association study in 18,723 individuals.","10.1371/journal.pone.0095022","2014","2","Anna Abulí, Luis Bujanda, Jenifer Muñoz, Stephan Buch, Clemens Schafmayer, Maria Valeria Maiorana, Silvia Veneroni, Tom van Wezel, Tao Liu, Helga Westers, Clara Esteban-Jurado, Teresa Ocaña, Josep M Piqué, Montserrat Andreu, Rodrigo Jover, Angel Carracedo, Rosa M Xicola, Xavier Llor, Antoni Castells, Malcolm Dunlop, Robert Hofstra, Annika Lindblom, Juul Wijnen, Paolo Peterlongo, Jochen Hampe, Clara Ruiz-Ponte, Sergi Castellví-Bel","No"
"7557","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","A candidate gene study of capecitabine-related toxicity in colorectal cancer identifies new toxicity variants at DPYD and a putative role for ENOSF1 rather than TYMS.","10.1136/gutjnl-2013-306571","2015","25","Dan Rosmarin, Claire Palles, Alistair Pagnamenta, Kulvinder Kaur, Guillermo Pita, Miguel Martin, Enric Domingo, Angela Jones, Kimberley Howarth, Luke Freeman-Mills, Elaine Johnstone, Haitao Wang, Sharon Love, Claire Scudder, Patrick Julier, Ceres Fernández-Rozadilla, Clara Ruiz-Ponte, Angel Carracedo, Sergi Castellvi-Bel, Antoni Castells, Anna Gonzalez-Neira, Jenny Taylor, Rachel Kerr, David Kerr, Ian Tomlinson","No"
"7558","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Comparison of Prediction Models for Lynch Syndrome Among Individuals With Colorectal Cancer.","10.1093/jnci/djv308","2016","6","Fay Kastrinos, Rohit P Ojha, Celine Leenen, Carmelita Alvero, Rowena C Mercado, Judith Balmaña, Irene Valenzuela, Francesc Balaguer, Roger Green, Noralane M Lindor, Stephen N Thibodeau, Polly Newcomb, Aung Ko Win, Mark Jenkins, Daniel D Buchanan, Lucio Bertario, Paola Sala, Heather Hampel, Sapna Syngal, Ewout W Steyerberg","No"
"7559","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","New genes emerging for colorectal cancer predisposition.","10.3748/wjg.v20.i8.1961","2014","17","Clara Esteban-Jurado, Pilar Garre, Maria Vila, Juan José Lozano, Anna Pristoupilova, Sergi Beltrán, Anna Abulí, Jenifer Muñoz, Francesc Balaguer, Teresa Ocaña, Antoni Castells, Josep M Piqué, Angel Carracedo, Clara Ruiz-Ponte, Xavier Bessa, Montserrat Andreu, Luis Bujanda, Trinidad Caldés, Sergi Castellví-Bel","No"
"7560","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Prevalence of somatic mutl homolog 1 promoter hypermethylation in Lynch syndrome colorectal cancer.","10.1002/cncr.29190","2015","14","Leticia Moreira, Jenifer Muñoz, Míriam Cuatrecasas, Isabel Quintanilla, Maria Liz Leoz, Sabela Carballal, Teresa Ocaña, María López-Cerón, Maria Pellise, Sergi Castellví-Bel, Rodrigo Jover, Montserrat Andreu, Angel Carracedo, Rosa Maria Xicola, Xavier Llor, Clement Richard Boland, Ajay Goel, Antoni Castells, Francesc Balaguer","No"
"7561","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","The transcription factor GATA6 enables self-renewal of colon adenoma stem cells by repressing BMP gene expression.","10.1038/ncb2992","2014","36","Gavin Whissell, Elisa Montagni, Paola Martinelli, Xavier Hernando-Momblona, Marta Sevillano, Peter Jung, Carme Cortina, Alexandre Calon, Anna Abuli, Antoni Castells, Sergi Castellvi-Bel, Ana Silvina Nacht, Elena Sancho, Camille Stephan-Otto Attolini, Guillermo P Vicent, Francisco X Real, Eduard Batlle","No"
"7562","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Recurrent Coding Sequence Variation Explains Only A Small Fraction of the Genetic Architecture of Colorectal Cancer.","10.1038/srep16286","2015","5","Maria N Timofeeva, Ben Kinnersley, Susan M Farrington, Nicola Whiffin, Claire Palles, Victoria Svinti, Amy Lloyd, Maggie Gorman, Li-Yin Ooi, Fay Hosking, Ella Barclay, Lina Zgaga, Sara Dobbins, Lynn Martin, Evropi Theodoratou, Peter Broderick, Albert Tenesa, Claire Smillie, Graeme Grimes, Caroline Hayward, Archie Campbell, David Porteous, Ian J Deary, Sarah E Harris, Emma L Northwood, Jennifer H Barrett, Gillian Smith, Roland Wolf, David Forman, Hans Morreau, Dina Ruano, Carli Tops, Juul Wijnen, Melanie Schrumpf, Arnoud Boot, Hans F A Vasen, Frederik J Hes, Tom van Wezel, Andre Franke, Wolgang Lieb, Clemens Schafmayer, Jochen Hampe, Stephan Buch, Peter Propping, Kari Hemminki, Asta Försti, Helga Westers, Robert Hofstra, Manuela Pinheiro, Carla Pinto, Manuel Teixeira, Clara Ruiz-Ponte, Ceres Fernández-Rozadilla, Angel Carracedo, Antoni Castells, Sergi Castellví-Bel, Harry Campbell, D Timothy Bishop, Ian P M Tomlinson, Malcolm G Dunlop, Richard S Houlston","No"
"7563","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Multiple sporadic colorectal cancers display a unique methylation phenotype.","10.1371/journal.pone.0091033","2014","3","Victoria Gonzalo, Juan Jose Lozano, Virginia Alonso-Espinaco, Leticia Moreira, Jenifer Muñoz, Maria Pellisé, Sergi Castellví-Bel, Xavier Bessa, Montserrat Andreu, Rosa M Xicola, Xavier Llor, Clara Ruiz-Ponte, Angel Carracedo, Rodrigo Jover, Antoni Castells, Francesc Balaguer","No"
"7564","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Association between CASP8 -652 6N del polymorphism (rs3834129) and colorectal cancer risk: results from a multi-centric study.","10.1371/journal.pone.0085538","2014","3","Barbara Pardini, Paolo Verderio, Sara Pizzamiglio, Carmela Nici, Maria Valeria Maiorana, Alessio Naccarati, Ludmila Vodickova, Veronika Vymetalkova, Silvia Veneroni, Maria Grazia Daidone, Fernando Ravagnani, Tiziana Bianchi, Luis Bujanda, Angel Carracedo, Antoni Castells, Clara Ruiz-Ponte, Hans Morreau, Kimberley Howarth, Angela Jones, Sergi Castellví-Bel, Li Li, Ian Tomlinson, Tom Van Wezel, Pavel Vodicka, Paolo Radice, Paolo Peterlongo","No"
"7565","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Multi-level differential network analysis of COPD exacerbations.","10.1183/13993003.00075-2017","2017","2","Guillaume Noell, Borja G Cosío, Rosa Faner, Eduard Monsó, German Peces-Barba, Alfredo de Diego, Cristobal Esteban, Joaquim Gea, Robert Rodriguez-Roisin, Marian Garcia-Nuñez, Francisco Pozo-Rodriguez, Susana G Kalko, Alvar Agustí","No"
"7566","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Network modules uncover mechanisms of skeletal muscle dysfunction in COPD patients.","10.1186/s12967-018-1405-y","2018","1","Ákos Tényi, Isaac Cano, Francesco Marabita, Narsis Kiani, Susana G Kalko, Esther Barreiro, Pedro de Atauri, Marta Cascante, David Gomez-Cabrero, Josep Roca","No"
"7567","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Effects of sex steroids on the pattern of methylation and expression of the promoter region of estrogen and androgen receptors in people with gender dysphoria under cross-sex hormone treatment.","10.1016/j.jsbmb.2017.05.010","2017","0","Gloria Aranda, Eduardo Fernández-Rebollo, Marta Pradas-Juni, Felicia Alexandra Hanzu, Susana G Kalko, Irene Halperin, Mireia Mora","No"
"7568","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Molecular mechanisms underlying COPD-muscle dysfunction unveiled through a systems medicine approach.","10.1093/bioinformatics/btw566","2017","2","Igor Marín de Mas, Eric Fanchon, Balázs Papp, Susana Kalko, Josep Roca, Marta Cascante","No"
"7569","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Network Analysis of Lung Transcriptomics Reveals a Distinct B-Cell Signature in Emphysema.","10.1164/rccm.201507-1311oc","2016","12","Rosa Faner, Tamara Cruz, Teresa Casserras, Alejandra López-Giraldo, Guillaume Noell, Ignacio Coca, Ruth Tal-Singer, Bruce Miller, Roberto Rodriguez-Roisin, Avrum Spira, Susana G Kalko, Alvar Agustí","No"
"7570","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Tungstate promotes ß-cell survival in Irs2-/- mice.","10.1152/ajpendo.00409.2013","2014","4","Joana Moitinho Oliveira, Sandra A Rebuffat, Rosa Gasa, Deborah J Burks, Ainhoa Garcia, Susana G Kalko, Delia Zafra, Joan J Guinovart, Ramon Gomis","No"
"7571","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Characterization of Inflammatory Response in Acute-on-Chronic Liver Failure and Relationship with Prognosis.","10.1038/srep32341","2016","5","Cristina Solé, Elsa Solà, Manuel Morales-Ruiz, Guerau Fernàndez, Patricia Huelin, Isabel Graupera, Rebeca Moreira, Gloria de Prada, Xavier Ariza, Elisa Pose, Núria Fabrellas, Susana G Kalko, Wladimiro Jiménez, Pere Ginès","No"
"7572","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Improving Assessment of Lipoprotein Profile in Type 1 Diabetes by 1H NMR Spectroscopy.","10.1371/journal.pone.0136348","2015","1","Laura Brugnara, Roger Mallol, Josep Ribalta, Maria Vinaixa, Serafín Murillo, Teresa Casserras, Montse Guardiola, Joan Carles Vallvé, Susana G Kalko, Xavier Correig, Anna Novials","No"
"7573","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Systemic inflammatory response to smoking in chronic obstructive pulmonary disease: evidence of a gender effect.","10.1371/journal.pone.0097491","2014","15","Rosa Faner, Nuria Gonzalez, Tamara Cruz, Susana Graciela Kalko, Alvar Agustí","No"
"7574","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Disruption of follicular dendritic cells-follicular lymphoma cross-talk by the pan-PI3K inhibitor BKM120 (Buparlisib).","10.1158/1078-0432.ccr-14-0154","2014","2","Alba Matas-Céspedes, Vanina Rodriguez, Susana G Kalko, Anna Vidal-Crespo, Laia Rosich, Teresa Casserras, Patricia Balsas, Neus Villamor, Eva Giné, Elías Campo, Gaël Roué, Armando López-Guillermo, Dolors Colomer, Patricia Pérez-Galán","No"
"7575","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","In utero undernutrition in male mice programs liver lipid metabolism in the second-generation offspring involving altered Lxra DNA methylation.","10.1016/j.cmet.2014.03.026","2014","48","Débora Martínez, Thais Pentinat, Sílvia Ribó, Christian Daviaud, Vincent W Bloks, Judith Cebrià, Nuria Villalmanzo, Susana G Kalko, Marta Ramón-Krauel, Rubén Díaz, Torsten Plösch, Jörg Tost, Josep C Jiménez-Chillarón","No"
"7576","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Gene expression profiling identifies molecular pathways associated with collagen VI deficiency and provides novel therapeutic targets.","10.1371/journal.pone.0077430","2013","8","Sonia Paco, Susana G Kalko, Cristina Jou, María A Rodríguez, Joan Corbera, Francesco Muntoni, Lucy Feng, Eloy Rivas, Ferran Torner, Francesca Gualandi, Anna M Gomez-Foix, Anna Ferrer, Carlos Ortez, Andrés Nascimento, Jaume Colomer, Cecilia Jimenez-Mallebrera","No"
"7577","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","GDF-15 Is Elevated in Children with Mitochondrial Diseases and Is Induced by Mitochondrial Dysfunction.","10.1371/journal.pone.0148709","2016","9","Raquel Montero, Delia Yubero, Joan Villarroya, Desiree Henares, Cristina Jou, Maria Angeles Rodríguez, Federico Ramos, Andrés Nascimento, Carlos Ignacio Ortez, Jaume Campistol, Belen Perez-Dueñas, Mar O'Callaghan, Mercedes Pineda, Angeles Garcia-Cazorla, Jaume Colomer Oferil, Julio Montoya, Eduardo Ruiz-Pesini, Sonia Emperador, Marija Meznaric, Laura Campderros, Susana G Kalko, Francesc Villarroya, Rafael Artuch, Cecilia Jimenez-Mallebrera","No"
"7578","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Identification of docetaxel resistance genes in castration-resistant prostate cancer.","10.1158/1535-7163.mct-11-0289","2012","30","Mercedes Marín-Aguilera, Jordi Codony-Servat, Susana G Kalko, Pedro L Fernández, Raquel Bermudo, Elvira Buxo, María José Ribal, Pedro Gascón, Begoña Mellado","No"
"7579","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Integration of DIGE and bioinformatics analyses reveals a role of the antiobesity agent tungstate in redox and energy homeostasis pathways in brown adipose tissue.","10.1074/mcp.m700198-mcp200","2008","19","Sílvia Barceló-Batllori, Susana G Kalko, Yaiza Esteban, Sílvia Moreno, María C Carmona, Ramon Gomis","No"
"7580","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Synergistic anti-tumor activity of acadesine (AICAR) in combination with the anti-CD20 monoclonal antibody rituximab in in vivo and in vitro models of mantle cell lymphoma.","10.18632/oncotarget.1455","2014","9","Arnau Montraveta, Sílvia Xargay-Torrent, Mónica López-Guerra, Laia Rosich, Patricia Pérez-Galán, Itziar Salaverria, Silvia Beà, Susana G Kalko, Mercè de Frias, Clara Campàs, Gaël Roué, Dolors Colomer","No"
"7581","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Transcriptome Analysis of Ullrich Congenital Muscular Dystrophy Fibroblasts Reveals a Disease Extracellular Matrix Signature and Key Molecular Regulators.","10.1371/journal.pone.0145107","2015","2","Sonia Paco, Teresa Casserras, Maria Angels Rodríguez, Cristina Jou, Montserrat Puigdelloses, Carlos I Ortez, Jordi Diaz-Manera, Eduardo Gallardo, Jaume Colomer, Andrés Nascimento, Susana G Kalko, Cecilia Jimenez-Mallebrera","No"
"7582","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","A 4-gene expression prognostic signature might guide post-remission therapy in patients with intermediate-risk cytogenetic acute myeloid leukemia.","10.1080/10428194.2017.1422859","2018","0","Montserrat Torrebadell, Marina Díaz-Beyá, Susana G Kalko, Marta Pratcorona, Josep Nomdedeu, Alfons Navarro, Bernat Gel, Salut Brunet, Jorge Sierra, Mireia Camós, Jordi Esteve","No"
"7583","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Altered Blood Gene Expression of Tumor-Related Genes (PRKCB, BECN1, and CDKN2A) in Alzheimer's Disease.","10.1007/s12035-015-9483-9","2016","1","Anna Antonell, Albert Lladó, Raquel Sánchez-Valle, Coral Sanfeliu, Teresa Casserras, Lorena Rami, Cristina Muñoz-García, Adrià Dangla-Valls, Mircea Balasa, Patricia Boya, Susana G Kalko, José Luis Molinuevo","No"
"7584","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","AMarge: Automated Extensive Quality Assessment of Affymetrix chips.","10.2165/00822942-200605010-00006","2006","5","Juan José Lozano, Susana G Kalko","No"
"7585","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Differential RNAs in the sperm cells of asthenozoospermic patients.","10.1093/humrep/des021","2012","33","Meritxell Jodar, Susana Kalko, Judit Castillo, Josep Lluís Ballescà, Rafael Oliva","No"
"7586","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Expression of non-TLR pattern recognition receptors in the spleen of BALB/c mice infected with Plasmodium yoelii and Plasmodium chabaudi chabaudi AS.","10.1590/s0074-02762012000300017","2012","5","Anna Rosanas-Urgell, Lorena Martin-Jaular, Julio Ricarte-Filho, Mireia Ferrer, Susana Kalko, Edna Kimura, Hernando A Del Portillo","No"
"7587","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Glucocorticoid alternative effects on proliferating and differentiated mammary epithelium are associated to opposite regulation of cell-cycle inhibitor expression.","10.1002/jcp.22896","2012","5","Esteban Hoijman, Luciana Rocha-Viegas, Susana G Kalko, Natalia Rubinstein, Manuel Morales-Ruiz, Elisa Bal de Kier Joffé, Edith C Kordon, Adali Pecci","No"
"7588","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Muscle and blood redox status after exercise training in severe COPD patients.","10.1016/j.freeradbiomed.2011.09.022","2012","44","Diego A Rodriguez, Susana Kalko, Ester Puig-Vilanova, Maitane Perez-Olabarría, Francesco Falciani, Joaquim Gea, Marta Cascante, Esther Barreiro, Josep Roca","No"
"7589","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Integrative analysis reveals novel pathways mediating the interaction between adipose tissue and pancreatic islets in obesity in rats.","10.1007/s00125-014-3205-0","2014","3","Rita Malpique, Hugo Figueiredo, Yaiza Esteban, Sandra A Rebuffat, Felicia A Hanzu, Maria Vinaixa, Oscar Yanes, Xavier Correig, Sílvia Barceló-Batllori, Rosa Gasa, Susana G Kalko, Ramon Gomis","No"
"7590","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Strain-specific spleen remodelling in Plasmodium yoelii infections in Balb/c mice facilitates adherence and spleen macrophage-clearance escape.","10.1111/j.1462-5822.2010.01523.x","2011","20","Lorena Martin-Jaular, Mireia Ferrer, Maria Calvo, Anna Rosanas-Urgell, Susana Kalko, Stefanie Graewe, Guadalupe Soria, Núria Cortadellas, Jaume Ordi, Anna Planas, James Burns, Volker Heussler, Hernando A del Portillo","No"
"7591","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Differential gene expression profile associated to apoptosis induced by dexamethasone in CLL cells according to IGHV/ZAP-70 status.","10.1158/1078-0432.ccr-11-2771","2012","3","Maria Joao Baptista, Ana Muntañola, Eva Calpe, Pau Abrisqueta, Olga Salamero, Eva Fernández, Carles Codony, Eva Giné, Susana G Kalko, Marta Crespo, Francesc Bosch","No"
"7593","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Translational evidence of endothelial damage in obese individuals: inflammatory and prothrombotic responses.","10.1111/j.1538-7836.2011.04285.x","2011","20","F A Hanzu, M Palomo, S G Kalko, M Parrizas, M Garaulet, G Escolar, R Gomis, M Diaz-Ricart","No"
"7594","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Knowledge management for systems biology a general and visually driven framework applied to translational medicine.","10.1186/1752-0509-5-38","2011","21","Dieter Maier, Wenzel Kalus, Martin Wolff, Susana G Kalko, Josep Roca, Igor Marin de Mas, Nil Turan, Marta Cascante, Francesco Falciani, Miguel Hernandez, Jordi Villà-Freixa, Jordi Villà-Freixa, Sascha Losko","No"
"7595","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","A systems biology approach identifies molecular networks defining skeletal muscle abnormalities in chronic obstructive pulmonary disease.","10.1371/journal.pcbi.1002129","2011","37","Nil Turan, Susana Kalko, Anna Stincone, Kim Clarke, Ayesha Sabah, Katherine Howlett, S John Curnow, Diego A Rodriguez, Marta Cascante, Laura O'Neill, Stuart Egginton, Josep Roca, Francesco Falciani","No"
"7596","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Two new phosphoglycerate kinase mutations associated with chronic haemolytic anaemia and neurological dysfunction in two patients from Spain.","10.1111/j.1365-2141.2005.05882.x","2006","5","Núria Noel, Jonathan M Flanagan, Maria Jose Ramirez Bajo, Susana G Kalko, María del Mar Mañú, José Luis Garcia Fuster, Pablo Perez de la Ossa, Josep Carreras, Ernest Beutler, Joan-Lluís Vives Corrons","No"
"7597","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Osmotic permeability in a molecular dynamics simulation of water transport through a single-occupancy pore.","10.1016/0005-2736(95)00187-5","1995","2","S G Kalko, J A Hernández, J R Grigera, J Fischbarg","No"
"7598","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Urine proteomics to detect biomarkers for chronic allograft dysfunction.","10.1681/asn.2007101137","2009","40","Luís F Quintana, Amanda Solé-Gonzalez, Susana G Kalko, Elisenda Bañon-Maneus, Manel Solé, Fritz Diekmann, Alex Gutierrez-Dalmau, Joaquin Abian, Josep M Campistol","No"
"7599","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","CD229 (Ly9) lymphocyte cell surface receptor interacts homophilically through its N-terminal domain and relocalizes to the immunological synapse.","10.4049/jimmunol.174.11.7033","2005","34","Xavier Romero, Nuria Zapater, María Calvo, Susana G Kalko, Miguel Angel de la Fuente, Victoria Tovar, Charlotte Ockeloen, Pilar Pizcueta, Pablo Engel","No"
"7601","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Ion channels in icosahedral virus: a comparative analysis of the structures and binding sites at their fivefold axes.","10.1016/s0006-3495(92)81693-4","1992","9","S G Kalko, R E Cachau, A M Silva","No"
"7603","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Effect of bulky lesions on DNA: solution structure of a DNA duplex containing a cholesterol adduct.","10.1074/jbc.m311751200","2004","6","Irene Gómez-Pinto, Elena Cubero, Susana G Kalko, Vania Monaco, Gijs van der Marel, Jacques H van Boom, Modesto Orozco, Carlos González","No"
"7604","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","The structure and dynamics of DNA in the gas phase.","10.1021/ja0300564","2003","41","Manuel Rueda, Susana G Kalko, F Javier Luque, Modesto Orozco","No"
"7605","Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)","Theoretical studies on the inhibition mechanism of cyclooxygenase-2. Is there a unique recognition site?","10.1021/jm0209376","2003","20","Robert Soliva, Carmen Almansa, Susana G Kalko, F Javier Luque, Modesto Orozco","No"
"7608","Institut de Bioenginyeria de Catalunya (IBEC)","Spatial regulation of contractility by Neuralized and Bearded during furrow invagination in Drosophila.","10.1038/s41467-017-01482-8","2017","0","Gantas Perez-Mockus, Khalil Mazouni, Vanessa Roca, Giulia Corradi, Vito Conte, François Schweisguth","No"
"7609","Institut de Bioenginyeria de Catalunya (IBEC)","Regulation of cell cycle progression by cell-cell and cell-matrix forces.","10.1038/s41556-018-0107-2","2018","0","Marina Uroz, Sabrina Wistorf, Xavier Serra-Picamal, Vito Conte, Marta Sales-Pardo, Pere Roca-Cusachs, Roger Guimerà, Xavier Trepat","No"
"7610","Institut de Bioenginyeria de Catalunya (IBEC)","Quantifying forces in cell biology.","10.1038/ncb3564","2017","11","Pere Roca-Cusachs, Vito Conte, Xavier Trepat","No"
"7611","Institut de Bioenginyeria de Catalunya (IBEC)","Long-lived force patterns and deformation waves at repulsive epithelial boundaries.","10.1038/nmat4972","2017","2","Pilar Rodríguez-Franco, Agustí Brugués, Ariadna Marín-Llauradó, Vito Conte, Guiomar Solanas, Eduard Batlle, Jeffrey J Fredberg, Pere Roca-Cusachs, Raimon Sunyer, Xavier Trepat","No"
"7612","Institut de Bioenginyeria de Catalunya (IBEC)","Collective cell durotaxis emerges from long-range intercellular force transmission.","10.1126/science.aaf7119","2016","44","Raimon Sunyer, Vito Conte, Jorge Escribano, Alberto Elosegui-Artola, Anna Labernadie, Léo Valon, Daniel Navajas, José Manuel García-Aznar, José J Muñoz, Pere Roca-Cusachs, Xavier Trepat","No"
"7613","Institut de Bioenginyeria de Catalunya (IBEC)","Mapping forces and kinematics during collective cell migration.","10.1016/bs.mcb.2014.11.003","2015","8","Xavier Serra-Picamal, Vito Conte, Raimon Sunyer, José J Muñoz, Xavier Trepat","No"
"7614","Institut de Bioenginyeria de Catalunya (IBEC)","Forces driving epithelial wound healing.","10.1038/nphys3040","2014","41","Agustí Brugués, Ester Anon, Vito Conte, Jim H Veldhuis, Mukund Gupta, Julien Colombelli, José J Muñoz, G Wayne Brodland, Benoit Ladoux, Xavier Trepat","No"
"7615","Institut de Bioenginyeria de Catalunya (IBEC)","A biomechanical analysis of ventral furrow formation in the Drosophila melanogaster embryo.","10.1371/journal.pone.0034473","2012","15","Vito Conte, Florian Ulrich, Buzz Baum, Jose Muñoz, Jim Veldhuis, Wayne Brodland, Mark Miodownik","No"
"7616","Institut de Bioenginyeria de Catalunya (IBEC)","Control of cell-cell forces and collective cell dynamics by the intercellular adhesome.","10.1038/ncb3135","2015","67","Elsa Bazellières, Vito Conte, Alberto Elosegui-Artola, Xavier Serra-Picamal, María Bintanel-Morcillo, Pere Roca-Cusachs, José J Muñoz, Marta Sales-Pardo, Roger Guimerà, Xavier Trepat","No"
"7617","Institut de Bioenginyeria de Catalunya (IBEC)","Stress-dependent morphogenesis: continuum mechanics and truss systems.","10.1007/s10237-009-0187-9","2010","5","José J Muñoz, Vito Conte, Mark Miodownik","No"
"7618","Institut de Bioenginyeria de Catalunya (IBEC)","Robust mechanisms of ventral furrow invagination require the combination of cellular shape changes.","10.1088/1478-3975/6/1/016010","2009","19","Vito Conte, José J Muñoz, Buzz Baum, Mark Miodownik","No"
"7619","Institut de Bioenginyeria de Catalunya (IBEC)","Video force microscopy reveals the mechanics of ventral furrow invagination in Drosophila.","10.1073/pnas.1006591107","2010","58","G Wayne Brodland, Vito Conte, P Graham Cranston, Jim Veldhuis, Sriram Narasimhan, M Shane Hutson, Antonio Jacinto, Florian Ulrich, Buzz Baum, Mark Miodownik","No"
